,stockx_name,right,r_d,straight,l_d,left,back,type_3
653,Nike Air Max Verona Guava Ice (W),images/right/Nike_Air_Max_Verona_Guava_Ice_W_right.jpg,images/r_d/Nike_Air_Max_Verona_Guava_Ice_W_r_d.jpg,images/straight/Nike_Air_Max_Verona_Guava_Ice_W_straight.jpg,images/l_d/Nike_Air_Max_Verona_Guava_Ice_W_l_d.jpg,images/left/Nike_Air_Max_Verona_Guava_Ice_W_left.jpg,images/back/Nike_Air_Max_Verona_Guava_Ice_W_back.jpg,air_max
579,Nike Air Max 720 OBJ Odell Beckham Jr Black,images/right/Nike_Air_Max_720_OBJ_Odell_Beckham_Jr_Black_right.jpg,images/r_d/Nike_Air_Max_720_OBJ_Odell_Beckham_Jr_Black_r_d.jpg,images/straight/Nike_Air_Max_720_OBJ_Odell_Beckham_Jr_Black_straight.jpg,images/l_d/Nike_Air_Max_720_OBJ_Odell_Beckham_Jr_Black_l_d.jpg,images/left/Nike_Air_Max_720_OBJ_Odell_Beckham_Jr_Black_left.jpg,images/back/Nike_Air_Max_720_OBJ_Odell_Beckham_Jr_Black_back.jpg,air_max
428,Nike Cortez Basic Slip Kendrick Lamar White,images/right/Nike_Cortez_Basic_Slip_Kendrick_Lamar_White_right.jpg,images/r_d/Nike_Cortez_Basic_Slip_Kendrick_Lamar_White_r_d.jpg,images/straight/Nike_Cortez_Basic_Slip_Kendrick_Lamar_White_straight.jpg,images/l_d/Nike_Cortez_Basic_Slip_Kendrick_Lamar_White_l_d.jpg,images/left/Nike_Cortez_Basic_Slip_Kendrick_Lamar_White_left.jpg,images/back/Nike_Cortez_Basic_Slip_Kendrick_Lamar_White_back.jpg,running
894,Nike Air Max 1 Vast Grey,images/right/Nike_Air_Max_1_Vast_Grey_right.jpg,images/r_d/Nike_Air_Max_1_Vast_Grey_r_d.jpg,images/straight/Nike_Air_Max_1_Vast_Grey_straight.jpg,images/l_d/Nike_Air_Max_1_Vast_Grey_l_d.jpg,images/left/Nike_Air_Max_1_Vast_Grey_left.jpg,images/back/Nike_Air_Max_1_Vast_Grey_back.jpg,air_max_1
458,Nike KD 11 Chinese Zodiac,images/right/Nike_KD_11_Chinese_Zodiac_right.jpg,images/r_d/Nike_KD_11_Chinese_Zodiac_r_d.jpg,images/straight/Nike_KD_11_Chinese_Zodiac_straight.jpg,images/l_d/Nike_KD_11_Chinese_Zodiac_l_d.jpg,images/left/Nike_KD_11_Chinese_Zodiac_left.jpg,images/back/Nike_KD_11_Chinese_Zodiac_back.jpg,basketball
800,Nike Air Max 270 Black White (W),images/right/Nike_Air_Max_270_Black_White_W_right.jpg,images/r_d/Nike_Air_Max_270_Black_White_W_r_d.jpg,images/straight/Nike_Air_Max_270_Black_White_W_straight.jpg,images/l_d/Nike_Air_Max_270_Black_White_W_l_d.jpg,images/left/Nike_Air_Max_270_Black_White_W_left.jpg,images/back/Nike_Air_Max_270_Black_White_W_back.jpg,air_max
896,Nike Zoom Vomero 5 SP Vast Grey,images/right/Nike_Zoom_Vomero_5_SP_Vast_Grey_right.jpg,images/r_d/Nike_Zoom_Vomero_5_SP_Vast_Grey_r_d.jpg,images/straight/Nike_Zoom_Vomero_5_SP_Vast_Grey_straight.jpg,images/l_d/Nike_Zoom_Vomero_5_SP_Vast_Grey_l_d.jpg,images/left/Nike_Zoom_Vomero_5_SP_Vast_Grey_left.jpg,images/back/Nike_Zoom_Vomero_5_SP_Vast_Grey_back.jpg,running
144,Nike LeBron 15 Performance KITH Rose Gold,images/right/Nike_LeBron_15_Performance_KITH_Rose_Gold_right.jpg,images/r_d/Nike_LeBron_15_Performance_KITH_Rose_Gold_r_d.jpg,images/straight/Nike_LeBron_15_Performance_KITH_Rose_Gold_straight.jpg,images/l_d/Nike_LeBron_15_Performance_KITH_Rose_Gold_l_d.jpg,images/left/Nike_LeBron_15_Performance_KITH_Rose_Gold_left.jpg,images/back/Nike_LeBron_15_Performance_KITH_Rose_Gold_back.jpg,basketball
352,Nike KD 12 Don C,images/right/Nike_KD_12_Don_C_right.jpg,images/r_d/Nike_KD_12_Don_C_r_d.jpg,images/straight/Nike_KD_12_Don_C_straight.jpg,images/l_d/Nike_KD_12_Don_C_l_d.jpg,images/left/Nike_KD_12_Don_C_left.jpg,images/back/Nike_KD_12_Don_C_back.jpg,basketball
843,Nike Air Force One Low Gore-Tex Medium Olive,images/right/Nike_Air_Force_One_Low_Gore-Tex_Medium_Olive_right.jpg,images/r_d/Nike_Air_Force_One_Low_Gore-Tex_Medium_Olive_r_d.jpg,images/straight/Nike_Air_Force_One_Low_Gore-Tex_Medium_Olive_straight.jpg,images/l_d/Nike_Air_Force_One_Low_Gore-Tex_Medium_Olive_l_d.jpg,images/left/Nike_Air_Force_One_Low_Gore-Tex_Medium_Olive_left.jpg,images/back/Nike_Air_Force_One_Low_Gore-Tex_Medium_Olive_back.jpg,air_force_1
265,Nike Daybreak Cool Grey Hyper Grape,images/right/Nike_Daybreak_Cool_Grey_Hyper_Grape_right.jpg,images/r_d/Nike_Daybreak_Cool_Grey_Hyper_Grape_r_d.jpg,images/straight/Nike_Daybreak_Cool_Grey_Hyper_Grape_straight.jpg,images/l_d/Nike_Daybreak_Cool_Grey_Hyper_Grape_l_d.jpg,images/left/Nike_Daybreak_Cool_Grey_Hyper_Grape_left.jpg,images/back/Nike_Daybreak_Cool_Grey_Hyper_Grape_back.jpg,running
941,Nike LeBron 16 Low Triple Black,images/right/Nike_LeBron_16_Low_Triple_Black_right.jpg,images/r_d/Nike_LeBron_16_Low_Triple_Black_r_d.jpg,images/straight/Nike_LeBron_16_Low_Triple_Black_straight.jpg,images/l_d/Nike_LeBron_16_Low_Triple_Black_l_d.jpg,images/left/Nike_LeBron_16_Low_Triple_Black_left.jpg,images/back/Nike_LeBron_16_Low_Triple_Black_back.jpg,basketball
323,Nike Air Max 90 Recraft Turquoise,images/right/Nike_Air_Max_90_Recraft_Turquoise_right.jpg,images/r_d/Nike_Air_Max_90_Recraft_Turquoise_r_d.jpg,images/straight/Nike_Air_Max_90_Recraft_Turquoise_straight.jpg,images/l_d/Nike_Air_Max_90_Recraft_Turquoise_l_d.jpg,images/left/Nike_Air_Max_90_Recraft_Turquoise_left.jpg,images/back/Nike_Air_Max_90_Recraft_Turquoise_back.jpg,air_max_90
51,Nike Zoom Fly Off-White Pink,images/right/Nike_Zoom_Fly_Off-White_Pink_right.jpg,images/r_d/Nike_Zoom_Fly_Off-White_Pink_r_d.jpg,images/straight/Nike_Zoom_Fly_Off-White_Pink_straight.jpg,images/l_d/Nike_Zoom_Fly_Off-White_Pink_l_d.jpg,images/left/Nike_Zoom_Fly_Off-White_Pink_left.jpg,images/back/Nike_Zoom_Fly_Off-White_Pink_back.jpg,running
60,Nike PG 2.5 Playstation Wolf Grey,images/right/Nike_PG_2.5_Playstation_Wolf_Grey_right.jpg,images/r_d/Nike_PG_2.5_Playstation_Wolf_Grey_r_d.jpg,images/straight/Nike_PG_2.5_Playstation_Wolf_Grey_straight.jpg,images/l_d/Nike_PG_2.5_Playstation_Wolf_Grey_l_d.jpg,images/left/Nike_PG_2.5_Playstation_Wolf_Grey_left.jpg,images/back/Nike_PG_2.5_Playstation_Wolf_Grey_back.jpg,basketball
356,Nike Air VaporMax Plus Black Noble Red,images/right/Nike_Air_VaporMax_Plus_Black_Noble_Red_right.jpg,images/r_d/Nike_Air_VaporMax_Plus_Black_Noble_Red_r_d.jpg,images/straight/Nike_Air_VaporMax_Plus_Black_Noble_Red_straight.jpg,images/l_d/Nike_Air_VaporMax_Plus_Black_Noble_Red_l_d.jpg,images/left/Nike_Air_VaporMax_Plus_Black_Noble_Red_left.jpg,images/back/Nike_Air_VaporMax_Plus_Black_Noble_Red_back.jpg,air_max_vapormax
41,Nike Classic Cortez Stranger Things Sail Upside Down Pack,images/right/Nike_Classic_Cortez_Stranger_Things_Sail_Upside_Down_Pack_right.jpg,images/r_d/Nike_Classic_Cortez_Stranger_Things_Sail_Upside_Down_Pack_r_d.jpg,images/straight/Nike_Classic_Cortez_Stranger_Things_Sail_Upside_Down_Pack_straight.jpg,images/l_d/Nike_Classic_Cortez_Stranger_Things_Sail_Upside_Down_Pack_l_d.jpg,images/left/Nike_Classic_Cortez_Stranger_Things_Sail_Upside_Down_Pack_left.jpg,images/back/Nike_Classic_Cortez_Stranger_Things_Sail_Upside_Down_Pack_back.jpg,running
760,Nike Air Max 97 Just Do It Pack Black,images/right/Nike_Air_Max_97_Just_Do_It_Pack_Black_right.jpg,images/r_d/Nike_Air_Max_97_Just_Do_It_Pack_Black_r_d.jpg,images/straight/Nike_Air_Max_97_Just_Do_It_Pack_Black_straight.jpg,images/l_d/Nike_Air_Max_97_Just_Do_It_Pack_Black_l_d.jpg,images/left/Nike_Air_Max_97_Just_Do_It_Pack_Black_left.jpg,images/back/Nike_Air_Max_97_Just_Do_It_Pack_Black_back.jpg,air_max_97
55,Nike Air Max 1/97 Sean Wotherspoon (Extra Lace Set Only),images/right/Nike_Air_Max_197_Sean_Wotherspoon_Extra_Lace_Set_Only_right.jpg,images/r_d/Nike_Air_Max_197_Sean_Wotherspoon_Extra_Lace_Set_Only_r_d.jpg,images/straight/Nike_Air_Max_197_Sean_Wotherspoon_Extra_Lace_Set_Only_straight.jpg,images/l_d/Nike_Air_Max_197_Sean_Wotherspoon_Extra_Lace_Set_Only_l_d.jpg,images/left/Nike_Air_Max_197_Sean_Wotherspoon_Extra_Lace_Set_Only_left.jpg,images/back/Nike_Air_Max_197_Sean_Wotherspoon_Extra_Lace_Set_Only_back.jpg,air_max_97
61,Nike Classic Cortez Stranger Things Independence Day Pack,images/right/Nike_Classic_Cortez_Stranger_Things_Independence_Day_Pack_right.jpg,images/r_d/Nike_Classic_Cortez_Stranger_Things_Independence_Day_Pack_r_d.jpg,images/straight/Nike_Classic_Cortez_Stranger_Things_Independence_Day_Pack_straight.jpg,images/l_d/Nike_Classic_Cortez_Stranger_Things_Independence_Day_Pack_l_d.jpg,images/left/Nike_Classic_Cortez_Stranger_Things_Independence_Day_Pack_left.jpg,images/back/Nike_Classic_Cortez_Stranger_Things_Independence_Day_Pack_back.jpg,running
710,Nike Air VaporMax Moc 2 Black Light Cream (W),images/right/Nike_Air_VaporMax_Moc_2_Black_Light_Cream_W_right.jpg,images/r_d/Nike_Air_VaporMax_Moc_2_Black_Light_Cream_W_r_d.jpg,images/straight/Nike_Air_VaporMax_Moc_2_Black_Light_Cream_W_straight.jpg,images/l_d/Nike_Air_VaporMax_Moc_2_Black_Light_Cream_W_l_d.jpg,images/left/Nike_Air_VaporMax_Moc_2_Black_Light_Cream_W_left.jpg,images/back/Nike_Air_VaporMax_Moc_2_Black_Light_Cream_W_back.jpg,air_max_vapormax
401,Nike Air VaporMax Flyknit 3 Oreo (W),images/right/Nike_Air_VaporMax_Flyknit_3_Oreo_W_right.jpg,images/r_d/Nike_Air_VaporMax_Flyknit_3_Oreo_W_r_d.jpg,images/straight/Nike_Air_VaporMax_Flyknit_3_Oreo_W_straight.jpg,images/l_d/Nike_Air_VaporMax_Flyknit_3_Oreo_W_l_d.jpg,images/left/Nike_Air_VaporMax_Flyknit_3_Oreo_W_left.jpg,images/back/Nike_Air_VaporMax_Flyknit_3_Oreo_W_back.jpg,air_max_vapormax
254,Nike Air Max 90 Lahar Escape,images/right/Nike_Air_Max_90_Lahar_Escape_right.jpg,images/r_d/Nike_Air_Max_90_Lahar_Escape_r_d.jpg,images/straight/Nike_Air_Max_90_Lahar_Escape_straight.jpg,images/l_d/Nike_Air_Max_90_Lahar_Escape_l_d.jpg,images/left/Nike_Air_Max_90_Lahar_Escape_left.jpg,images/back/Nike_Air_Max_90_Lahar_Escape_back.jpg,air_max_90
178,Nike Vapor Street Off-White Polarized Blue (W),images/right/Nike_Vapor_Street_Off-White_Polarized_Blue_W_right.jpg,images/r_d/Nike_Vapor_Street_Off-White_Polarized_Blue_W_r_d.jpg,images/straight/Nike_Vapor_Street_Off-White_Polarized_Blue_W_straight.jpg,images/l_d/Nike_Vapor_Street_Off-White_Polarized_Blue_W_l_d.jpg,images/left/Nike_Vapor_Street_Off-White_Polarized_Blue_W_left.jpg,images/back/Nike_Vapor_Street_Off-White_Polarized_Blue_W_back.jpg,running
289,Nike Air Force 1 Low Gore-tex Obsidian,images/right/Nike_Air_Force_1_Low_Gore-tex_Obsidian_right.jpg,images/r_d/Nike_Air_Force_1_Low_Gore-tex_Obsidian_r_d.jpg,images/straight/Nike_Air_Force_1_Low_Gore-tex_Obsidian_straight.jpg,images/l_d/Nike_Air_Force_1_Low_Gore-tex_Obsidian_l_d.jpg,images/left/Nike_Air_Force_1_Low_Gore-tex_Obsidian_left.jpg,images/back/Nike_Air_Force_1_Low_Gore-tex_Obsidian_back.jpg,air_force_1
563,Nike React Element 87 Dusty Peach,images/right/Nike_React_Element_87_Dusty_Peach_right.jpg,images/r_d/Nike_React_Element_87_Dusty_Peach_r_d.jpg,images/straight/Nike_React_Element_87_Dusty_Peach_straight.jpg,images/l_d/Nike_React_Element_87_Dusty_Peach_l_d.jpg,images/left/Nike_React_Element_87_Dusty_Peach_left.jpg,images/back/Nike_React_Element_87_Dusty_Peach_back.jpg,running
684,Nike Air Max 1 Parra (2018),images/right/Nike_Air_Max_1_Parra_2018_right.jpg,images/r_d/Nike_Air_Max_1_Parra_2018_r_d.jpg,images/straight/Nike_Air_Max_1_Parra_2018_straight.jpg,images/l_d/Nike_Air_Max_1_Parra_2018_l_d.jpg,images/left/Nike_Air_Max_1_Parra_2018_left.jpg,images/back/Nike_Air_Max_1_Parra_2018_back.jpg,air_max_1
706,Nike Air Force 1 Sage Low Triple White (W),images/right/Nike_Air_Force_1_Sage_Low_Triple_White_W_right.jpg,images/r_d/Nike_Air_Force_1_Sage_Low_Triple_White_W_r_d.jpg,images/straight/Nike_Air_Force_1_Sage_Low_Triple_White_W_straight.jpg,images/l_d/Nike_Air_Force_1_Sage_Low_Triple_White_W_l_d.jpg,images/left/Nike_Air_Force_1_Sage_Low_Triple_White_W_left.jpg,images/back/Nike_Air_Force_1_Sage_Low_Triple_White_W_back.jpg,air_force_1
384,Nike Kyrie 5 White Denim,images/right/Nike_Kyrie_5_White_Denim_right.jpg,images/r_d/Nike_Kyrie_5_White_Denim_r_d.jpg,images/straight/Nike_Kyrie_5_White_Denim_straight.jpg,images/l_d/Nike_Kyrie_5_White_Denim_l_d.jpg,images/left/Nike_Kyrie_5_White_Denim_left.jpg,images/back/Nike_Kyrie_5_White_Denim_back.jpg,basketball
527,Nike Kyrie 6 Enlightenment,images/right/Nike_Kyrie_6_Enlightenment_right.jpg,images/r_d/Nike_Kyrie_6_Enlightenment_r_d.jpg,images/straight/Nike_Kyrie_6_Enlightenment_straight.jpg,images/l_d/Nike_Kyrie_6_Enlightenment_l_d.jpg,images/left/Nike_Kyrie_6_Enlightenment_left.jpg,images/back/Nike_Kyrie_6_Enlightenment_back.jpg,basketball
641,Nike Air Pippen 1 Work Blue,images/right/Nike_Air_Pippen_1_Work_Blue_right.jpg,images/r_d/Nike_Air_Pippen_1_Work_Blue_r_d.jpg,images/straight/Nike_Air_Pippen_1_Work_Blue_straight.jpg,images/l_d/Nike_Air_Pippen_1_Work_Blue_l_d.jpg,images/left/Nike_Air_Pippen_1_Work_Blue_left.jpg,images/back/Nike_Air_Pippen_1_Work_Blue_back.jpg,basketball
282,Nike Air Max 90 City Pack London (2020),images/right/Nike_Air_Max_90_City_Pack_London_2020_right.jpg,images/r_d/Nike_Air_Max_90_City_Pack_London_2020_r_d.jpg,images/straight/Nike_Air_Max_90_City_Pack_London_2020_straight.jpg,images/l_d/Nike_Air_Max_90_City_Pack_London_2020_l_d.jpg,images/left/Nike_Air_Max_90_City_Pack_London_2020_left.jpg,images/back/Nike_Air_Max_90_City_Pack_London_2020_back.jpg,air_max_90
16,Nike React Element 87 Anthracite Black,images/right/Nike_React_Element_87_Anthracite_Black_right.jpg,images/r_d/Nike_React_Element_87_Anthracite_Black_r_d.jpg,images/straight/Nike_React_Element_87_Anthracite_Black_straight.jpg,images/l_d/Nike_React_Element_87_Anthracite_Black_l_d.jpg,images/left/Nike_React_Element_87_Anthracite_Black_left.jpg,images/back/Nike_React_Element_87_Anthracite_Black_back.jpg,running
837,Nike Air VaporMax 2019 Dark Team Red University Red,images/right/Nike_Air_VaporMax_2019_Dark_Team_Red_University_Red_right.jpg,images/r_d/Nike_Air_VaporMax_2019_Dark_Team_Red_University_Red_r_d.jpg,images/straight/Nike_Air_VaporMax_2019_Dark_Team_Red_University_Red_straight.jpg,images/l_d/Nike_Air_VaporMax_2019_Dark_Team_Red_University_Red_l_d.jpg,images/left/Nike_Air_VaporMax_2019_Dark_Team_Red_University_Red_left.jpg,images/back/Nike_Air_VaporMax_2019_Dark_Team_Red_University_Red_back.jpg,air_max_vapormax
711,Nike Kyrie 5 Mamba Mentality,images/right/Nike_Kyrie_5_Mamba_Mentality_right.jpg,images/r_d/Nike_Kyrie_5_Mamba_Mentality_r_d.jpg,images/straight/Nike_Kyrie_5_Mamba_Mentality_straight.jpg,images/l_d/Nike_Kyrie_5_Mamba_Mentality_l_d.jpg,images/left/Nike_Kyrie_5_Mamba_Mentality_left.jpg,images/back/Nike_Kyrie_5_Mamba_Mentality_back.jpg,basketball
109,Nike Air Max 97 Off-White,images/right/Nike_Air_Max_97_Off-White_right.jpg,images/r_d/Nike_Air_Max_97_Off-White_r_d.jpg,images/straight/Nike_Air_Max_97_Off-White_straight.jpg,images/l_d/Nike_Air_Max_97_Off-White_l_d.jpg,images/left/Nike_Air_Max_97_Off-White_left.jpg,images/back/Nike_Air_Max_97_Off-White_back.jpg,air_max_97
848,Nike Zoom Freak 1 What The (GS),images/right/Nike_Zoom_Freak_1_What_The_GS_right.jpg,images/r_d/Nike_Zoom_Freak_1_What_The_GS_r_d.jpg,images/straight/Nike_Zoom_Freak_1_What_The_GS_straight.jpg,images/l_d/Nike_Zoom_Freak_1_What_The_GS_l_d.jpg,images/left/Nike_Zoom_Freak_1_What_The_GS_left.jpg,images/back/Nike_Zoom_Freak_1_What_The_GS_back.jpg,basketball
355,Nike Air Foamposite One Cracked Lava,images/right/Nike_Air_Foamposite_One_Cracked_Lava_right.jpg,images/r_d/Nike_Air_Foamposite_One_Cracked_Lava_r_d.jpg,images/straight/Nike_Air_Foamposite_One_Cracked_Lava_straight.jpg,images/l_d/Nike_Air_Foamposite_One_Cracked_Lava_l_d.jpg,images/left/Nike_Air_Foamposite_One_Cracked_Lava_left.jpg,images/back/Nike_Air_Foamposite_One_Cracked_Lava_back.jpg,foamposite
297,Nike SB Dunk Low Pro J Pack Black Pine Green,images/right/Nike_SB_Dunk_Low_Pro_J_Pack_Black_Pine_Green_right.jpg,images/r_d/Nike_SB_Dunk_Low_Pro_J_Pack_Black_Pine_Green_r_d.jpg,images/straight/Nike_SB_Dunk_Low_Pro_J_Pack_Black_Pine_Green_straight.jpg,images/l_d/Nike_SB_Dunk_Low_Pro_J_Pack_Black_Pine_Green_l_d.jpg,images/left/Nike_SB_Dunk_Low_Pro_J_Pack_Black_Pine_Green_left.jpg,images/back/Nike_SB_Dunk_Low_Pro_J_Pack_Black_Pine_Green_back.jpg,skateboarding
752,Nike Air Max Plus Frequency Pack,images/right/Nike_Air_Max_Plus_Frequency_Pack_right.jpg,images/r_d/Nike_Air_Max_Plus_Frequency_Pack_r_d.jpg,images/straight/Nike_Air_Max_Plus_Frequency_Pack_straight.jpg,images/l_d/Nike_Air_Max_Plus_Frequency_Pack_l_d.jpg,images/left/Nike_Air_Max_Plus_Frequency_Pack_left.jpg,images/back/Nike_Air_Max_Plus_Frequency_Pack_back.jpg,air_max
221,Nike Air Force 1 Shadow White Magic Flamingo (W),images/right/Nike_Air_Force_1_Shadow_White_Magic_Flamingo_W_right.jpg,images/r_d/Nike_Air_Force_1_Shadow_White_Magic_Flamingo_W_r_d.jpg,images/straight/Nike_Air_Force_1_Shadow_White_Magic_Flamingo_W_straight.jpg,images/l_d/Nike_Air_Force_1_Shadow_White_Magic_Flamingo_W_l_d.jpg,images/left/Nike_Air_Force_1_Shadow_White_Magic_Flamingo_W_left.jpg,images/back/Nike_Air_Force_1_Shadow_White_Magic_Flamingo_W_back.jpg,air_force_1
257,Nike Zoom Terra Kiger 5 OFF-WHITE Electric Green (W),images/right/Nike_Zoom_Terra_Kiger_5_OFF-WHITE_Electric_Green_W_right.jpg,images/r_d/Nike_Zoom_Terra_Kiger_5_OFF-WHITE_Electric_Green_W_r_d.jpg,images/straight/Nike_Zoom_Terra_Kiger_5_OFF-WHITE_Electric_Green_W_straight.jpg,images/l_d/Nike_Zoom_Terra_Kiger_5_OFF-WHITE_Electric_Green_W_l_d.jpg,images/left/Nike_Zoom_Terra_Kiger_5_OFF-WHITE_Electric_Green_W_left.jpg,images/back/Nike_Zoom_Terra_Kiger_5_OFF-WHITE_Electric_Green_W_back.jpg,running
540,Nike Killshot 2 Leather Sail Oil Grey Gum,images/right/Nike_Killshot_2_Leather_Sail_Oil_Grey_Gum_right.jpg,images/r_d/Nike_Killshot_2_Leather_Sail_Oil_Grey_Gum_r_d.jpg,images/straight/Nike_Killshot_2_Leather_Sail_Oil_Grey_Gum_straight.jpg,images/l_d/Nike_Killshot_2_Leather_Sail_Oil_Grey_Gum_l_d.jpg,images/left/Nike_Killshot_2_Leather_Sail_Oil_Grey_Gum_left.jpg,images/back/Nike_Killshot_2_Leather_Sail_Oil_Grey_Gum_back.jpg,other
357,Nike Air Force 1 Type White Gold,images/right/Nike_Air_Force_1_Type_White_Gold_right.jpg,images/r_d/Nike_Air_Force_1_Type_White_Gold_r_d.jpg,images/straight/Nike_Air_Force_1_Type_White_Gold_straight.jpg,images/l_d/Nike_Air_Force_1_Type_White_Gold_l_d.jpg,images/left/Nike_Air_Force_1_Type_White_Gold_left.jpg,images/back/Nike_Air_Force_1_Type_White_Gold_back.jpg,air_force_1
551,Nike Air Force 1 Type Black,images/right/Nike_Air_Force_1_Type_Black_right.jpg,images/r_d/Nike_Air_Force_1_Type_Black_r_d.jpg,images/straight/Nike_Air_Force_1_Type_Black_straight.jpg,images/l_d/Nike_Air_Force_1_Type_Black_l_d.jpg,images/left/Nike_Air_Force_1_Type_Black_left.jpg,images/back/Nike_Air_Force_1_Type_Black_back.jpg,air_force_1
26,Nike Blazer Mid sacai Snow Beach,images/right/Nike_Blazer_Mid_sacai_Snow_Beach_right.jpg,images/r_d/Nike_Blazer_Mid_sacai_Snow_Beach_r_d.jpg,images/straight/Nike_Blazer_Mid_sacai_Snow_Beach_straight.jpg,images/l_d/Nike_Blazer_Mid_sacai_Snow_Beach_l_d.jpg,images/left/Nike_Blazer_Mid_sacai_Snow_Beach_left.jpg,images/back/Nike_Blazer_Mid_sacai_Snow_Beach_back.jpg,basketball
817,Nike Blazer Mid 77 Vintage Amber Rise Court Purple,images/right/Nike_Blazer_Mid_77_Vintage_Amber_Rise_Court_Purple_right.jpg,images/r_d/Nike_Blazer_Mid_77_Vintage_Amber_Rise_Court_Purple_r_d.jpg,images/straight/Nike_Blazer_Mid_77_Vintage_Amber_Rise_Court_Purple_straight.jpg,images/l_d/Nike_Blazer_Mid_77_Vintage_Amber_Rise_Court_Purple_l_d.jpg,images/left/Nike_Blazer_Mid_77_Vintage_Amber_Rise_Court_Purple_left.jpg,images/back/Nike_Blazer_Mid_77_Vintage_Amber_Rise_Court_Purple_back.jpg,basketball
726,Nike SB Dunk Low Atmosphere Grey True Berry,images/right/Nike_SB_Dunk_Low_Atmosphere_Grey_True_Berry_right.jpg,images/r_d/Nike_SB_Dunk_Low_Atmosphere_Grey_True_Berry_r_d.jpg,images/straight/Nike_SB_Dunk_Low_Atmosphere_Grey_True_Berry_straight.jpg,images/l_d/Nike_SB_Dunk_Low_Atmosphere_Grey_True_Berry_l_d.jpg,images/left/Nike_SB_Dunk_Low_Atmosphere_Grey_True_Berry_left.jpg,images/back/Nike_SB_Dunk_Low_Atmosphere_Grey_True_Berry_back.jpg,skateboarding
815,Nike Air Max 720 Sea Forest (W),images/right/Nike_Air_Max_720_Sea_Forest_W_right.jpg,images/r_d/Nike_Air_Max_720_Sea_Forest_W_r_d.jpg,images/straight/Nike_Air_Max_720_Sea_Forest_W_straight.jpg,images/l_d/Nike_Air_Max_720_Sea_Forest_W_l_d.jpg,images/left/Nike_Air_Max_720_Sea_Forest_W_left.jpg,images/back/Nike_Air_Max_720_Sea_Forest_W_back.jpg,air_max
460,Nike Daybreak Metallic Gold,images/right/Nike_Daybreak_Metallic_Gold_right.jpg,images/r_d/Nike_Daybreak_Metallic_Gold_r_d.jpg,images/straight/Nike_Daybreak_Metallic_Gold_straight.jpg,images/l_d/Nike_Daybreak_Metallic_Gold_l_d.jpg,images/left/Nike_Daybreak_Metallic_Gold_left.jpg,images/back/Nike_Daybreak_Metallic_Gold_back.jpg,running
425,Nike Air Max Tailwind 4 Supreme White,images/right/Nike_Air_Max_Tailwind_4_Supreme_White_right.jpg,images/r_d/Nike_Air_Max_Tailwind_4_Supreme_White_r_d.jpg,images/straight/Nike_Air_Max_Tailwind_4_Supreme_White_straight.jpg,images/l_d/Nike_Air_Max_Tailwind_4_Supreme_White_l_d.jpg,images/left/Nike_Air_Max_Tailwind_4_Supreme_White_left.jpg,images/back/Nike_Air_Max_Tailwind_4_Supreme_White_back.jpg,air_max
494,Nike SB Dunk Low Diamond Supply Co White Diamond,images/right/Nike_SB_Dunk_Low_Diamond_Supply_Co_White_Diamond_right.jpg,images/r_d/Nike_SB_Dunk_Low_Diamond_Supply_Co_White_Diamond_r_d.jpg,images/straight/Nike_SB_Dunk_Low_Diamond_Supply_Co_White_Diamond_straight.jpg,images/l_d/Nike_SB_Dunk_Low_Diamond_Supply_Co_White_Diamond_l_d.jpg,images/left/Nike_SB_Dunk_Low_Diamond_Supply_Co_White_Diamond_left.jpg,images/back/Nike_SB_Dunk_Low_Diamond_Supply_Co_White_Diamond_back.jpg,skateboarding
164,Nike Air Max 1 Houndstooth Bronze Eclipse,images/right/Nike_Air_Max_1_Houndstooth_Bronze_Eclipse_right.jpg,images/r_d/Nike_Air_Max_1_Houndstooth_Bronze_Eclipse_r_d.jpg,images/straight/Nike_Air_Max_1_Houndstooth_Bronze_Eclipse_straight.jpg,images/l_d/Nike_Air_Max_1_Houndstooth_Bronze_Eclipse_l_d.jpg,images/left/Nike_Air_Max_1_Houndstooth_Bronze_Eclipse_left.jpg,images/back/Nike_Air_Max_1_Houndstooth_Bronze_Eclipse_back.jpg,air_max_1
505,Nike Air VaporMax 2 Gridiron Pink Blast,images/right/Nike_Air_VaporMax_2_Gridiron_Pink_Blast_right.jpg,images/r_d/Nike_Air_VaporMax_2_Gridiron_Pink_Blast_r_d.jpg,images/straight/Nike_Air_VaporMax_2_Gridiron_Pink_Blast_straight.jpg,images/l_d/Nike_Air_VaporMax_2_Gridiron_Pink_Blast_l_d.jpg,images/left/Nike_Air_VaporMax_2_Gridiron_Pink_Blast_left.jpg,images/back/Nike_Air_VaporMax_2_Gridiron_Pink_Blast_back.jpg,air_max_vapormax
913,Nike Air Max 97 Bright Citron,images/right/Nike_Air_Max_97_Bright_Citron_right.jpg,images/r_d/Nike_Air_Max_97_Bright_Citron_r_d.jpg,images/straight/Nike_Air_Max_97_Bright_Citron_straight.jpg,images/l_d/Nike_Air_Max_97_Bright_Citron_l_d.jpg,images/left/Nike_Air_Max_97_Bright_Citron_left.jpg,images/back/Nike_Air_Max_97_Bright_Citron_back.jpg,air_max_97
